chr	start	end
Chr3	28358095	28362611
Chr3	28363854	28364840
Chr3	28371847	28375160
Chr3	28390076	28392181
Chr3	28399486	28400228
Chr3	28407785	28408144
Chr3	28409771	28412672
Chr3	28428504	28430462
Chr3	28445059	28445367
Chr3	28448814	28456412
Chr3	28465059	28465364
Chr3	28466953	28469339
Chr3	28470552	28473673
Chr3	28474134	28483671
Chr3	28492497	28493714
Chr3	28512625	28515179
Chr3	28533089	28541241
Chr3	28548351	28550030
Chr3	28551949	28555422
Chr3	28556750	28558347
Chr3	28560957	28565000
Chr3	28565472	28566831
Chr3	28566996	28571320
Chr3	28572782	28577117
Chr3	28585246	28586715
Chr3	28588615	28593698
Chr3	28594359	28596342
Chr3	28598172	28599213
Chr3	28599798	28603935
Chr3	28604432	28606325
Chr3	28627347	28628882
Chr3	28631644	28633378
Chr3	28632554	28636276
Chr3	28638302	28643637
Chr3	28645117	28645350
Chr3	28647086	28649570
Chr3	28649776	28650341
Chr3	28651107	28653092
Chr3	28655240	28657434
Chr3	28663767	28667970
Chr3	28671296	28679049
Chr3	28686958	28689716
Chr3	28690315	28697934
Chr3	28700345	28705493
Chr3	28708585	28716214
Chr3	28719395	28724712
Chr3	28730884	28736333
Chr3	28740905	28742527
Chr3	28744729	28746317
Chr3	28746650	28748955
Chr3	28750043	28762297
Chr3	28763236	28764874
Chr3	28766756	28768814
Chr3	28769963	28772122
Chr3	28774588	28777248
Chr3	28781460	28786814
Chr3	28795423	28799255
Chr3	28804844	28810296
Chr3	28813570	28820161
Chr3	28822405	28826521
Chr3	28830826	28836835
Chr3	28839277	28844927
Chr3	28846822	28852769
Chr3	28852103	28854599
Chr3	28855620	28860136
Chr3	28861857	28862894
Chr3	28869065	28873264
Chr3	28875574	28880854
Chr3	28882515	28882859
Chr3	28890274	28891283
Chr3	28896052	28896432
Chr3	28900024	28900356
Chr3	28901044	28906929
Chr3	28913418	28913708
Chr3	28916701	28917706
Chr3	28954342	28954897
Chr3	28957396	28958518
Chr3	28959045	28964466
Chr3	28963837	28975281
Chr3	28977555	28980326
Chr3	28988380	28991862
Chr3	28996397	28998970
Chr3	29008018	29008424
Chr3	29015978	29020079
Chr3	29028313	29030976
Chr3	29031575	29032249
Chr3	29039294	29045596
Chr3	29052318	29058566
Chr3	29064993	29067660
Chr3	29067747	29071552
Chr3	29073995	29075870
Chr3	29076706	29079305
Chr3	29090611	29091429
Chr3	29100595	29103586
Chr3	29110322	29111122
Chr3	29114636	29119892
Chr3	29126787	29134966
Chr3	29135345	29135737
Chr3	29137663	29145552
Chr3	29150120	29153687
Chr3	29157941	29165219
Chr3	29168142	29176112
Chr3	29180902	29183141
Chr3	29185006	29190361
Chr3	29191129	29191660
Chr3	29200210	29208750
Chr3	29209943	29212204
Chr3	29216389	29217391
Chr3	29236174	29238382
Chr3	29260530	29272294
Chr3	29272320	29274639
Chr3	29275573	29278615
Chr3	29281949	29282227
Chr3	29282868	29286464
Chr3	29291508	29292235
Chr3	29292555	29294090
Chr3	29296088	29302092
Chr3	29305420	29311726
Chr3	29312734	29315807
Chr3	29315809	29320771
Chr3	29323875	29326368
Chr3	29326295	29326728
Chr3	29328821	29336560
Chr3	29348249	29351946
Chr3	29370719	29373265
Chr3	29376077	29378021
Chr3	29386200	29388063
Chr3	29397594	29401406
Chr3	29401950	29403115
Chr3	29411791	29412144
Chr3	29421116	29425439
Chr3	29426346	29430915
Chr3	29432619	29432978
Chr3	29448143	29450245
Chr3	29451096	29453625
Chr3	29454977	29457859
Chr3	29456742	29458702
Chr3	29458951	29460502
Chr3	29462922	29465818
Chr3	29467557	29478040
Chr3	29479234	29479886
Chr3	29486017	29490549
Chr3	29492097	29494936
Chr3	29512334	29515431
Chr3	29516646	29519095
Chr3	29520756	29522207
Chr3	29526111	29529118
Chr3	29535971	29543274
Chr3	29543829	29550120
Chr3	29556656	29559714
Chr3	29560540	29566023
Chr3	29583117	29584833
Chr3	29585925	29591307
Chr3	29592966	29595799
Chr3	29596277	29606861
Chr3	29624209	29627038
Chr3	29626290	29632749
Chr3	29636543	29638010
Chr3	29660662	29662927
Chr3	29676610	29677098
Chr3	29685433	29687067
Chr3	29705032	29721934
Chr3	29724283	29729904
Chr3	29730344	29732399
Chr3	29741646	29745291
Chr3	29745634	29747861
Chr3	29749327	29755851
Chr3	29766132	29774184
Chr3	29774810	29776910
Chr3	29784613	29787015
Chr3	29788461	29791210
Chr3	29794698	29797800
Chr3	29798632	29800528
Chr3	29823449	29825818
Chr3	29827496	29828497
Chr3	29828701	29831679
Chr3	29836260	29838258
Chr3	29838368	29843305
Chr3	29844796	29847027
Chr3	29852534	29853111
Chr3	29854835	29855278
Chr3	29858905	29864596
Chr3	29871085	29878401
Chr3	29883092	29887239
Chr3	29889954	29910917
Chr3	29927565	29930888
Chr3	29931355	29932698
Chr3	29932874	29933571
Chr3	29937119	29946708
Chr3	29948932	29951110
Chr3	29950011	29953906
Chr3	29956753	29958782
Chr3	29976491	29977930
Chr3	30002956	30014102
Chr3	30013876	30014195
Chr3	30022814	30024703
Chr3	30026964	30028598
Chr3	30032518	30033213
Chr3	30034104	30036867
Chr3	30045079	30048795
Chr3	30058647	30059613
Chr3	30062334	30066156
Chr3	30066696	30070754
Chr3	30070373	30070736
Chr3	30071523	30072371
Chr3	30074924	30075741
Chr3	30076355	30077045
Chr3	30078324	30078929
Chr3	30080571	30081435
Chr3	30082332	30082953
Chr3	30083959	30084924
Chr3	30085441	30090107
Chr3	30094292	30099092
Chr3	30099369	30104596
Chr3	30109909	30114842
Chr3	30115650	30116657
Chr3	30119573	30123252
Chr3	30124758	30125673
Chr3	30131306	30134446
Chr3	30145383	30148308
Chr3	30149347	30151269
Chr3	30151748	30153564
Chr3	30156983	30173937
Chr3	30179543	30181178
Chr3	30181636	30185153
Chr3	30188188	30191568
Chr3	30192884	30194132
Chr3	30197260	30199278
Chr3	30197977	30200507
Chr3	30203734	30204917
Chr3	30206350	30210436
Chr3	30215414	30223604
Chr3	30224157	30226365
Chr3	30228221	30230255
Chr3	30235883	30241190
Chr3	30244172	30247380
Chr3	30248854	30258667
Chr3	30258841	30262238
Chr3	30262476	30280513
Chr3	30293091	30295606
Chr3	30299551	30304249
Chr3	30305811	30307287
Chr3	30315455	30318972
Chr3	30319464	30321666
Chr3	30325554	30328584
Chr3	30332192	30332587
Chr3	30334584	30339160
Chr3	30349191	30350951
Chr3	30355796	30356422
Chr3	30358863	30359898
Chr3	30368953	30369800
Chr3	30375613	30376251
Chr3	30381679	30386097
Chr3	30386615	30391995
Chr3	30392453	30392875
Chr3	30395653	30398414
Chr3	30401970	30402761
Chr3	30406830	30409447
Chr3	30410601	30410843
Chr3	30422191	30425543
Chr3	30430733	30432680
Chr3	30436527	30437857
Chr3	30440115	30445269
Chr3	30449074	30450181
Chr3	30451518	30452854
Chr3	30453759	30459072
Chr3	30476518	30482133
Chr3	30480660	30483331
Chr3	30487407	30488271
Chr3	30502405	30507088
Chr3	30507533	30507991
Chr3	30513856	30516672
Chr3	30517536	30520559
Chr3	30519650	30521125
Chr3	30523073	30531098
Chr3	30532043	30535512
Chr3	30543903	30544914
Chr3	30548807	30553733
Chr3	30558188	30558598
Chr3	30560706	30563692
Chr3	30564184	30582044
Chr3	30593465	30596059
Chr3	30596382	30599551
Chr3	30602885	30603235
Chr3	30603964	30607164
Chr3	30609984	30611450
Chr3	30613949	30616157
Chr3	30625185	30626284
Chr3	30632873	30636506
Chr3	30639022	30640147
Chr3	30641482	30645206
Chr3	30645521	30646201
Chr3	30659867	30660655
Chr3	30661834	30663061
Chr3	30665224	30665604
Chr3	30666668	30668850
Chr3	30676787	30679242
Chr3	30679685	30689230
Chr3	30689440	30693101
Chr3	30694332	30696037
Chr3	30700684	30700992
Chr3	30701238	30704661
Chr3	30707829	30708737
Chr3	30723319	30725615
Chr3	30726913	30733522
Chr3	30736467	30740258
Chr3	30740857	30741767
Chr3	30743107	30743972
Chr3	30747354	30755128
Chr3	30755791	30757510
Chr3	30760004	30763963
Chr3	30764586	30773947
Chr3	30777720	30781832
Chr3	30787620	30787850
Chr3	30788422	30789523
Chr3	30791616	30797021
Chr3	30796483	30798275
Chr3	30803314	30807417
Chr3	30807648	30808709
Chr3	30809029	30810138
Chr3	30810265	30814716
Chr3	30815600	30822590
Chr3	30825413	30828133
Chr3	30830441	30831935
Chr3	30835598	30838177
Chr3	30851706	30857333
Chr3	30875922	30876765
Chr3	30883050	30888041
Chr3	30890100	30899911
Chr3	30900069	30902209
Chr3	30901299	30903035
Chr3	30903859	30907128
Chr3	30910865	30919482
Chr3	30920685	30921906
Chr3	30927223	30929823
Chr3	30935586	30943007
Chr3	30943651	30946078
Chr3	30949716	30950766
Chr3	30954503	30959361
Chr3	30959598	30963774
Chr3	30967529	30972142
Chr3	30981039	30984626
Chr3	30989897	30991939
Chr3	30994449	30996882
Chr3	30999151	30999504
Chr3	31004724	31009782
Chr3	31009978	31013940
Chr3	31014827	31017449
Chr3	31019976	31022670
Chr3	31023379	31025227
Chr3	31027479	31032567
Chr3	31031146	31041569
Chr3	31048351	31055019
Chr3	31064103	31065817
Chr3	31077576	31079901
Chr3	31081384	31081851
Chr3	31082636	31087238
Chr3	31091207	31091683
Chr3	31094255	31097656
Chr3	31124547	31126654
Chr3	31130170	31133670
Chr3	31134469	31139712
Chr3	31140050	31148974
Chr3	31149795	31155283
Chr3	31165686	31166681
Chr3	31168549	31169010
Chr3	31173386	31174892
Chr3	31176590	31179207
Chr3	31180590	31190830
Chr3	31191408	31194381
Chr3	31197434	31198029
Chr3	31203316	31205407
Chr3	31207084	31212471
Chr3	31216401	31218822
Chr3	31220669	31223726
Chr3	31225515	31231916
Chr3	31250526	31253251
Chr3	31255952	31259409
Chr3	31281994	31284676
Chr3	31288887	31289093
Chr3	31292068	31293554
Chr3	31294497	31297158
Chr3	31297244	31297934
Chr3	31298866	31301009
Chr3	31302708	31305227
Chr3	31315805	31318395
Chr3	31323190	31326926
Chr3	31332396	31339163
Chr3	31343308	31343613
Chr3	31344934	31350836
Chr3	31354550	31358207
Chr3	31359355	31360474
Chr3	31378060	31381637
Chr3	31382291	31387192
Chr3	31388383	31390881
Chr3	31391390	31399050
Chr3	31399258	31402343
Chr3	31410884	31413346
Chr3	31414514	31417417
Chr3	31422049	31426851
Chr3	31436331	31437955
Chr3	31440748	31446119
Chr3	31448617	31449816
Chr3	31453545	31455662
Chr3	31454981	31458898
Chr3	31460384	31463608
Chr3	31464840	31465625
Chr3	31468683	31469627
Chr3	31469919	31471769
Chr3	31472097	31474885
Chr3	31476238	31480062
Chr3	31480148	31483288
Chr3	31487940	31490885
Chr3	31495921	31500606
Chr3	31501474	31502394
Chr3	31503703	31507753
Chr3	31508811	31514460
Chr3	31517358	31518883
Chr3	31526726	31528307
Chr3	31530776	31533526
Chr3	31537854	31538849
Chr3	31539473	31541134
Chr3	31542945	31544653
Chr3	31548248	31550751
Chr3	31553921	31558338
Chr3	31566050	31570477
Chr3	31591627	31591938
Chr3	31597158	31599809
Chr3	31604952	31606236
Chr3	31608575	31611506
Chr3	31612405	31619547
Chr3	31622869	31630121
Chr3	31643337	31646161
Chr3	31652694	31658253
Chr3	31662275	31663961
Chr3	31674568	31678720
Chr3	31680942	31681824
Chr3	31682043	31685057
Chr3	31686264	31686554
Chr3	31688239	31688691
Chr3	31689501	31694312
Chr3	31694802	31696758
Chr3	31697683	31698950
Chr3	31715956	31721892
Chr3	31725102	31725900
Chr3	31725971	31732265
Chr3	31732515	31733054
Chr3	31735440	31736253
Chr3	31745620	31747450
Chr3	31749469	31755282
Chr3	31756008	31756262
Chr3	31757959	31758807
Chr3	31759194	31762974
Chr3	31764987	31766985
Chr3	31775960	31776523
Chr3	31778271	31781418
Chr3	31785149	31788502
Chr3	31787577	31789204
Chr3	31790477	31793356
Chr3	31802310	31804183
Chr3	31819698	31820959
Chr3	31824273	31824695
Chr3	31825506	31829685
Chr3	31840138	31844491
Chr3	31845364	31847238
Chr3	31849312	31849926
Chr3	31853872	31857938
Chr3	31858500	31859454
Chr3	31860449	31863401
Chr3	31867211	31867926
Chr3	31869147	31871521
Chr3	31874975	31876571
Chr3	31885075	31885614
Chr3	31888363	31896406
Chr3	31898052	31900228
Chr3	31910730	31912901
Chr3	31921933	31925513
Chr3	31930541	31934624
Chr3	31942580	31945141
Chr3	31947140	31947589
Chr3	31952889	31954629
Chr3	31959611	31962981
Chr3	31964582	31970527
Chr3	31974048	31974518
Chr3	31976170	31980853
Chr3	31986702	31991788
Chr3	32008400	32010658
Chr3	32012089	32012475
Chr3	32013216	32015250
Chr3	32017644	32019548
Chr3	32019572	32021185
Chr3	32027891	32029915
Chr3	32034665	32040934
Chr3	32041537	32043408
Chr3	32043843	32048414
Chr3	32064251	32071108
Chr3	32078642	32083640
Chr3	32086001	32089685
Chr3	32090533	32091408
Chr3	32092353	32095619
Chr3	32096847	32104074
Chr3	32107038	32110407
Chr3	32113257	32113860
Chr3	32114107	32115127
Chr3	32118451	32118999
Chr3	32136888	32139508
Chr3	32142117	32146667
Chr3	32147198	32150758
Chr3	32150804	32153382
Chr3	32153881	32157431
Chr3	32160112	32164229
Chr3	32164807	32168533
Chr3	32169189	32170208
Chr3	32170524	32171927
Chr3	32175133	32182101
Chr3	32182634	32185295
Chr3	32187331	32189244
Chr3	32189945	32192158
Chr3	32193320	32195091
Chr3	32196383	32197504
Chr3	32200590	32201281
Chr3	32208880	32210854
Chr3	32220385	32223313
Chr3	32234311	32236602
Chr3	32237954	32240951
Chr3	32242543	32243175
Chr3	32244455	32246820
Chr3	32248913	32251621
Chr3	32250630	32255151
Chr3	32265688	32273251
Chr3	32272930	32274174
Chr3	32288739	32289469
Chr3	32291947	32292702
Chr3	32307071	32308362
Chr3	32313397	32316105
Chr3	32318646	32319389
Chr3	32320332	32321308
Chr3	32322109	32323200
Chr3	32325265	32327052
Chr3	32329182	32335080
Chr3	32336156	32337162
Chr3	32338605	32339560
Chr3	32340783	32343059
Chr3	32344010	32345288
Chr3	32347267	32348256
Chr3	32354344	32354559
Chr3	32359384	32359772
Chr3	32360572	32363839
Chr3	32365742	32371274
Chr3	32371758	32374910
Chr3	32375903	32378469
Chr3	32379925	32383820
Chr3	32384812	32388231
Chr3	32388963	32392220
Chr3	32393527	32394464
Chr3	32394938	32397257
Chr3	32400267	32401033
Chr3	32401938	32404752
Chr3	32407181	32408029
Chr3	32418331	32420421
Chr3	32423203	32424596
Chr3	32425650	32426804
Chr3	32427006	32427425
Chr3	32428037	32428661
Chr3	32432456	32435845
Chr3	32440882	32443979
Chr3	32444365	32448906
Chr3	32456869	32457684
Chr3	32470182	32472203
Chr3	32473768	32474196
Chr3	32485171	32485714
Chr3	32510046	32510579
Chr3	32513607	32515996
Chr3	32523629	32525279
Chr3	32526184	32526501
Chr3	32532280	32540199
Chr3	32540810	32542574
Chr3	32550896	32554338
Chr3	32554538	32560169
Chr3	32560269	32565104
Chr3	32566457	32569616
Chr3	32570053	32576114
Chr3	32581975	32584584
Chr3	32587459	32587968
Chr3	32590196	32591451
Chr3	32591695	32599028
Chr3	32599191	32602584
Chr3	32603400	32603771
Chr3	32614060	32618299
Chr3	32619182	32620289
Chr3	32624612	32627886
Chr3	32628528	32632535
Chr3	32632753	32633746
Chr3	32645456	32647051
Chr3	32656083	32660637
Chr3	32662255	32663811
Chr3	32665994	32671254
Chr3	32672049	32679017
Chr3	32679834	32691070
Chr3	32694534	32696110
Chr3	32696457	32698900
Chr3	32700604	32704499
Chr3	32708411	32711331
Chr3	32715318	32716309
Chr3	32718050	32718862
Chr3	32726182	32729133
Chr3	32731418	32731699
Chr3	32732162	32733002
Chr3	32736206	32737399
Chr3	32739717	32742759
Chr3	32743434	32744563
Chr3	32744711	32751063
Chr3	32751649	32755670
Chr3	32757006	32760635
Chr3	32778387	32782857
Chr3	32783306	32787320
Chr3	32791645	32794990
Chr3	32798003	32798506
Chr3	32800592	32802990
Chr3	32810260	32810682
Chr3	32811142	32811857
Chr3	32813980	32822980
Chr3	32824996	32828545
Chr3	32829131	32832506
Chr3	32832645	32834923
Chr3	32845909	32847980
Chr3	32849295	32849976
Chr3	32851425	32852782
Chr3	32859060	32866608
Chr3	32867637	32869003
Chr3	32869482	32877206
Chr3	32879566	32886266
Chr3	32897405	32898513
Chr3	32902895	32903400
Chr3	32907101	32907737
Chr3	32909844	32910753
Chr3	32911203	32915158
Chr3	32919546	32920235
Chr3	32925684	32930693
Chr3	32929811	32935513
Chr3	32944341	32947435
Chr3	32948214	32950895
Chr3	32951544	32956889
Chr3	32957898	32964626
Chr3	32964011	32967777
Chr3	32970882	32973317
Chr3	32974276	32976913
Chr3	32982032	32982969
Chr3	32984514	32986166
Chr3	32987043	32988118
Chr3	32989034	32989915
Chr3	32999502	33006898
Chr3	33010955	33014396
Chr3	33020035	33022949
Chr3	33022996	33024100
Chr3	33025902	33027430
Chr3	33028009	33029181
Chr3	33031121	33032581
Chr3	33034668	33035629
Chr3	33036315	33037134
Chr3	33037473	33037982
Chr3	33038041	33043335
Chr3	33045522	33047410
Chr3	33049333	33060421
Chr3	33061357	33065192
Chr3	33065377	33070874
Chr3	33071716	33074593
Chr3	33078794	33080823
Chr3	33083781	33085552
Chr3	33091454	33095134
Chr3	33096171	33099765
Chr3	33098873	33101484
Chr3	33103022	33105443
Chr3	33105828	33109091
Chr3	33110648	33118318
Chr3	33137576	33138019
Chr3	33138564	33141520
Chr3	33143597	33146052
Chr3	33169840	33172105
Chr3	33180998	33187229
Chr3	33187313	33191805
Chr3	33193735	33198099
Chr3	33204591	33207166
Chr3	33207531	33210400
Chr3	33214533	33217418
Chr3	33226460	33228543
Chr3	33233106	33237601
Chr3	33240266	33244810
Chr3	33246011	33247318
Chr3	33252420	33253326
Chr3	33253749	33257103
Chr3	33259264	33260270
Chr3	33267192	33272302
Chr3	33278922	33281166
Chr3	33281871	33282563
Chr3	33286651	33288563
Chr3	33291035	33293213
Chr3	33300021	33301059
Chr3	33310411	33314967
Chr3	33315821	33319743
Chr3	33321082	33321327
Chr3	33324182	33324520
Chr3	33325003	33327288
Chr3	33328214	33333421
Chr3	33334430	33338512
Chr3	33344239	33344745
Chr3	33346109	33349987
Chr3	33360063	33362393
Chr3	33363986	33370629
Chr3	33371341	33380303
Chr3	33384953	33387239
Chr3	33388090	33391157
Chr3	33391353	33393615
Chr3	33394104	33402264
Chr3	33402553	33405439
Chr3	33417759	33418217
Chr3	33421634	33422951
Chr3	33424906	33433088
Chr3	33433222	33436715
Chr3	33437693	33444938
Chr3	33453405	33457353
Chr3	33459457	33460936
Chr3	33466091	33472069
Chr3	33474343	33480206
Chr3	33482034	33484155
Chr3	33487653	33489941
Chr3	33488395	33493527
Chr3	33495989	33500471
Chr3	33500880	33505048
Chr3	33507081	33510372
Chr3	33512913	33513726
Chr3	33516989	33518902
Chr3	33519850	33522241
Chr3	33522519	33524525
Chr3	33525324	33528719
Chr3	33530429	33544574
Chr3	33546463	33551064
Chr3	33553558	33556161
Chr3	33563702	33566773
Chr3	33570513	33576145
Chr3	33579485	33585238
Chr3	33586465	33587364
Chr3	33588717	33589406
Chr3	33591195	33592077
Chr3	33592752	33598074
Chr3	33599055	33600843
Chr3	33605272	33612455
Chr3	33612462	33617781
Chr3	33621910	33626543
Chr3	33627374	33630350
Chr3	33631923	33636847
Chr3	33645110	33647519
Chr3	33649350	33653755
Chr3	33659567	33661954
Chr3	33680878	33685531
Chr3	33685805	33687737
Chr3	33688274	33692248
Chr3	33693108	33696230
Chr3	33697063	33698479
Chr3	33711473	33713619
Chr3	33717046	33717410
Chr3	33718527	33720733
Chr3	33722007	33724850
Chr3	33731404	33735208
Chr3	33737454	33739501
Chr3	33744357	33750440
Chr3	33752813	33755772
Chr3	33756167	33759296
Chr3	33765460	33767802
Chr3	33769018	33770923
Chr3	33771756	33773624
Chr3	33777510	33781305
Chr3	33780013	33786467
Chr3	33787909	33789566
Chr3	33790894	33792943
Chr3	33796789	33797866
Chr3	33798940	33799765
Chr3	33805800	33810099
Chr3	33812019	33812423
Chr3	33829500	33834198
Chr3	33834634	33835499
Chr3	33837942	33841754
Chr3	33842835	33845209
Chr3	33845779	33849847
Chr3	33849980	33854736
Chr3	33886820	33891887
Chr3	33891971	33894614
Chr3	33894809	33899648
Chr3	33900825	33901704
Chr3	33905826	33907614
Chr3	33916812	33921098
Chr3	33927587	33933865
Chr3	33936155	33937972
Chr3	33938923	33941373
Chr3	33941624	33946147
Chr3	33955198	33961962
Chr3	33962373	33968064
Chr3	33969120	33971519
Chr3	33973665	33975577
Chr3	33988216	33992094
Chr3	33994325	33995275
Chr3	33995585	33998683
Chr3	33998808	33999646
Chr3	34000927	34002390
Chr3	34003039	34005662
Chr3	34006897	34009846
Chr3	34026133	34026531
Chr3	34031452	34034248
Chr3	34036246	34037129
Chr3	34039023	34045065
Chr3	34050446	34051048
Chr3	34069115	34069549
Chr3	34070422	34073687
Chr3	34074396	34075996
Chr3	34077262	34079199
Chr3	34081683	34082306
Chr3	34085706	34086232
Chr3	34088936	34090111
Chr3	34108078	34108587
Chr3	34113434	34113774
Chr3	34116751	34119034
Chr3	34123735	34124265
Chr3	34125740	34128214
Chr3	34137345	34142446
Chr3	34166099	34167546
Chr3	34167801	34173336
Chr3	34174773	34176702
Chr3	34186394	34190839
Chr3	34192417	34193650
Chr3	34194882	34197992
Chr3	34198836	34201827
Chr3	34202415	34206308
Chr3	34219946	34222683
Chr3	34227528	34232133
Chr3	34234446	34238406
Chr3	34238474	34241647
Chr3	34242161	34243438
Chr3	34245085	34246213
Chr3	34257765	34266887
Chr3	34267483	34268718
Chr3	34271316	34273067
Chr3	34283942	34287968
Chr3	34289858	34292782
Chr3	34298548	34300131
Chr3	34311081	34314802
Chr3	34320193	34325381
Chr3	34327291	34332832
Chr3	34334739	34340136
Chr3	34340287	34343760
Chr3	34342899	34346745
Chr3	34347552	34349249
Chr3	34350465	34350926
Chr3	34354523	34355095
Chr3	34358193	34362334
Chr3	34366839	34367237
Chr3	34371706	34372748
Chr3	34378157	34382361
Chr3	34382715	34384361
Chr3	34385894	34388174
Chr3	34391431	34393235
Chr3	34394493	34395664
Chr3	34396967	34400277
Chr3	34407093	34410746
Chr3	34410862	34411422
Chr3	34412840	34419163
Chr3	34424180	34425104
Chr3	34427699	34428613
Chr3	34430584	34431200
Chr3	34434997	34438452
Chr3	34439354	34444441
Chr3	34446323	34450944
Chr3	34455535	34456959
Chr3	34464313	34465102
Chr3	34474694	34478370
Chr3	34488052	34488738
Chr3	34493228	34496857
Chr3	34498153	34501293
Chr3	34502945	34508158
Chr3	34508262	34511279
Chr3	34526481	34529102
Chr3	34529176	34531831
Chr3	34533239	34533508
Chr3	34536279	34539335
Chr3	34539517	34541316
Chr3	34544837	34548110
Chr3	34554642	34560824
Chr3	34566988	34568087
Chr3	34574307	34576973
Chr3	34593129	34596517
Chr3	34597354	34601212
Chr3	34602552	34605732
Chr3	34607536	34608226
Chr3	34609761	34614454
Chr3	34614571	34616975
Chr3	34618257	34625453
Chr3	34630745	34633360
Chr3	34633591	34635264
Chr3	34636942	34638480
Chr3	34639019	34644642
Chr3	34646212	34653500
Chr3	34663343	34668223
Chr3	34668985	34671141
Chr3	34671286	34674494
Chr3	34674983	34676923
Chr3	34679977	34688081
Chr3	34688286	34690737
Chr3	34692908	34696198
Chr3	34700838	34705461
Chr3	34707018	34707966
Chr3	34708403	34711045
Chr3	34712797	34715106
Chr3	34715396	34721075
Chr3	34724320	34727310
Chr3	34728217	34731533
Chr3	34733453	34734781
Chr3	34739006	34740655
Chr3	34756011	34758997
Chr3	34759288	34763054
Chr3	34765939	34772346
Chr3	34775965	34776975
Chr3	34778669	34779756
Chr3	34783894	34784844
Chr3	34785473	34787514
Chr3	34792025	34793869
Chr3	34797500	34800854
Chr3	34802922	34807906
Chr3	34810077	34813242
Chr3	34814137	34815087
Chr3	34817125	34820371
Chr3	34820685	34823529
Chr3	34825481	34828944
Chr3	34851536	34852552
Chr3	34853233	34854294
Chr3	34857113	34857884
Chr3	34860760	34861422
Chr3	34865760	34866922
Chr3	34870676	34871354
Chr3	34873910	34874540
Chr3	34878043	34879009
Chr3	34883811	34884470
Chr3	34891135	34892049
Chr3	34895344	34896125
Chr3	34896332	34900930
Chr3	34904864	34906089
Chr3	34906623	34912027
Chr3	34913404	34914861
Chr3	34918614	34922707
Chr3	34923276	34923820
Chr3	34923862	34926706
Chr3	34927341	34928622
Chr3	34932350	34937394
Chr3	34939258	34941366
Chr3	34941602	34944655
Chr3	34945841	34946935
Chr3	34951952	34955910
Chr3	34957020	34959386
Chr3	34960967	34964362
Chr3	34965492	34972748
Chr3	34974705	34980412
Chr3	34985196	34990759
Chr3	34991850	34997730
Chr3	35002598	35004190
Chr3	35004538	35007724
Chr3	35008001	35015730
Chr3	35018189	35020554
Chr3	35025919	35028771
Chr3	35028984	35031797
Chr3	35037354	35041627
Chr3	35041954	35044654
Chr3	35053006	35055403
Chr3	35056765	35058582
Chr3	35072143	35074641
Chr3	35084772	35090299
Chr3	35091310	35091537
Chr3	35100038	35103600
Chr3	35105143	35112533
Chr3	35113761	35114300
Chr3	35115269	35121803
Chr3	35122440	35124356
Chr3	35125518	35129362
Chr3	35131484	35134664
Chr3	35134107	35137345
Chr3	35140195	35141216
Chr3	35145634	35146690
Chr3	35147241	35149805
Chr3	35156190	35157303
Chr3	35160385	35163217
Chr3	35164707	35169032
Chr3	35168119	35174079
Chr3	35177572	35183423
Chr3	35189423	35190547
Chr3	35190795	35197564
Chr3	35198684	35201378
Chr3	35202558	35203388
Chr3	35205727	35206590
Chr3	35207543	35208331
Chr3	35208499	35211351
Chr3	35212863	35218270
Chr3	35218962	35222937
Chr3	35238255	35241976
Chr3	35242074	35242925
Chr3	35243566	35243970
Chr3	35248256	35248973
Chr3	35251282	35252606
Chr3	35253134	35254202
Chr3	35256091	35264427
Chr3	35259267	35264558
Chr3	35266202	35269749
Chr3	35284998	35287389
Chr3	35288630	35289401
Chr3	35291645	35299696
Chr3	35309856	35310752
Chr3	35312451	35317359
Chr3	35330011	35330643
Chr3	35332052	35334422
Chr3	35335570	35337104
Chr3	35337929	35340584
Chr3	35345170	35349027
Chr3	35350196	35354897
Chr3	35356095	35358860
Chr3	35360733	35365166
Chr3	35365795	35366307
Chr3	35373896	35376934
Chr3	35378030	35378425
Chr3	35380188	35381981
Chr3	35382689	35385192
Chr3	35385782	35392062
Chr3	35392930	35398117
Chr3	35403390	35405552
Chr3	35407552	35408582
Chr3	35410423	35412622
Chr3	35419802	35420751
Chr3	35422069	35422944
Chr3	35424469	35428153
Chr3	35428588	35430487
Chr3	35432729	35434590
Chr3	35436726	35441630
Chr3	35440975	35443615
Chr3	35444418	35446363
Chr3	35446438	35452471
Chr3	35453423	35460417
Chr3	35462143	35466390
Chr3	35467630	35469814
Chr3	35470284	35473955
Chr3	35474092	35479977
Chr3	35480584	35486347
Chr3	35494058	35497784
Chr3	35498814	35506824
Chr3	35503057	35506824
Chr3	35511319	35518031
Chr3	35516551	35518031
Chr3	35519094	35519978
Chr3	35520540	35523897
Chr3	35524222	35526363
Chr3	35539015	35540147
Chr3	35543736	35546969
Chr3	35547681	35548244
Chr3	35549164	35558048
Chr3	35558704	35561180
Chr3	35562754	35565081
Chr3	35571689	35572611
Chr3	35583502	35586941
Chr3	35589750	35597745
Chr3	35600641	35601083
Chr3	35606522	35607866
Chr3	35615388	35620007
Chr3	35625601	35629619
Chr3	35633546	35638718
Chr3	35647669	35653582
Chr3	35654005	35654682
Chr3	35657365	35659396
Chr3	35659820	35666982
Chr3	35669657	35672795
Chr3	35673283	35676863
Chr3	35689442	35692388
Chr3	35693286	35699010
