category	ID	term	count	genes	logFC	adj_pval	zscore
BP	GO:0009260	ribonucleotide biosynthetic process	23	NME3	0.564906918	0.040580485	2.293658555
BP	GO:0009260	ribonucleotide biosynthetic process	23	ATP2C1	0.567286807	0.040580485	2.293658555
BP	GO:0009260	ribonucleotide biosynthetic process	23	ATP9A	-1.401088247	0.040580485	2.293658555
BP	GO:0009260	ribonucleotide biosynthetic process	23	ATP8B1	-2.107400573	0.040580485	2.293658555
BP	GO:0009260	ribonucleotide biosynthetic process	23	ATP6V0A1	0.984753306	0.040580485	2.293658555
BP	GO:0009260	ribonucleotide biosynthetic process	23	ATP5H	0.454014144	0.040580485	2.293658555
BP	GO:0009260	ribonucleotide biosynthetic process	23	IMPDH1	0.705089581	0.040580485	2.293658555
BP	GO:0009260	ribonucleotide biosynthetic process	23	PRPS2	-1.591083526	0.040580485	2.293658555
BP	GO:0009260	ribonucleotide biosynthetic process	23	ATP8A1	1.35273615	0.040580485	2.293658555
BP	GO:0043405	regulation of MAP kinase activity	19	CAV1	-0.956726373	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	MAP2K1	-0.462879817	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	NF1	-0.701186185	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	TIRAP	1.189154773	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	TGFB3	-1.654311963	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	PRDX2	0.494541805	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	KIT	-1.79462081	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	CD24A	0.840220153	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	PDCD4	0.573612847	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	SPRY4	-1.340290385	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	MAP3K5	-2.582338303	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	PLCE1	-0.583871842	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	MDFIC	-1.121736197	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	HIPK3	0.420905124	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	CD81	-0.52313523	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	GAB1	0.879589395	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	SPRED1	-1.04019387	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	CEACAM2	2.203835035	0.044161823	-0.688247202
BP	GO:0043405	regulation of MAP kinase activity	19	HTR2A	0.822310451	0.044161823	-0.688247202
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP5E	0.312533377	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP1B2	-1.15948805	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP10A	4.198804217	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP11B	0.807687133	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP11A	0.501536367	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP1A1	0.617869067	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP10D	0.706659643	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	MYH7	-0.468423601	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP5G3	0.334951082	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	AMPD3	-1.14006264	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP13A5	0.37577669	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	NME5	0.719274353	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP6V1A	0.65044849	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP2B4	-1.866284233	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	NME3	0.564906918	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP6V0E2	0.47838481	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP2C1	0.567286807	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP9A	-1.401088247	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP8B1	-2.107400573	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP6V0A1	0.984753306	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ENTPD1	0.851515777	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP5H	0.454014144	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	IMPDH1	0.705089581	0.043976558	2.449489743
BP	GO:0009150	purine ribonucleotide metabolic process	24	ATP8A1	1.35273615	0.043976558	2.449489743
BP	GO:0007044	cell-substrate junction assembly	7	DLC1	-0.970787511	0.051671921	-1.889822365
BP	GO:0007044	cell-substrate junction assembly	7	TLN1	-0.33685271	0.051671921	-1.889822365
BP	GO:0007044	cell-substrate junction assembly	7	ITGA5	-0.821946307	0.051671921	-1.889822365
BP	GO:0007044	cell-substrate junction assembly	7	BCL2	-0.819237793	0.051671921	-1.889822365
BP	GO:0007044	cell-substrate junction assembly	7	LAMC1	-0.913195924	0.051671921	-1.889822365
BP	GO:0007044	cell-substrate junction assembly	7	FN1	1.844936333	0.051671921	-1.889822365
BP	GO:0007044	cell-substrate junction assembly	7	THY1	-0.553856214	0.051671921	-1.889822365
BP	GO:0048878	chemical homeostasis	55	PPARD	0.685895438	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	ATOX1	1.238198917	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	SLC9A2	1.652111048	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	EDN1	1.381300593	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	CLSTN1	0.410412133	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	EDNRB	-3.102559733	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	AQP11	3.574347477	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	APOE	0.869834598	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	NKX6-2	-0.306617099	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	COL4A3BP	1.397117463	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	MT2	3.3422036	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	MT1	2.217871037	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	SGK1	-1.47705049	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	SOCS6	0.483492532	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	PFKM	0.547506326	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	SLC9A3R1	0.644530775	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	TECR	0.80286535	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	PRKCB	2.0486665	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	4930506M07RIK	-1.267456553	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	NPC1	0.372421104	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	ATP2C1	0.567286807	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	PRNP	1.04108683	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	CLN5	0.420728046	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	CAV1	-0.956726373	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	ADORA2A	-1.62486456	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	PRND	-2.643315153	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	NR3C2	0.857855167	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	KCNA5	-2.91107021	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	GCLM	0.600426677	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	CD24A	0.840220153	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	FTH1	0.254409472	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	CD9	-0.765346517	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	SERINC5	0.536972049	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	INPP5K	0.74173515	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	SLC30A1	1.46270244	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	BCL2	-0.819237793	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	PKD2	-0.684857057	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	ASPSCR1	0.415893557	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	SCD2	1.44934193	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	NTF3	-2.423301377	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	NF1	-0.701186185	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	ALMS1	0.519871608	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	TRIM24	-0.426012033	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	TNNI3	-1.580400127	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	CSRP3	-0.913555936	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	PARK7	0.615457849	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	PYGM	-1.199065067	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	S100B	0.301496349	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	TFRC	4.403254367	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	FYN	-1.658977507	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	PLN	-2.073402748	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	FABP4	-6.006374633	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	NR5A2	-0.732704643	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	CACNA1A	0.743256403	0.051350047	1.483239697
BP	GO:0048878	chemical homeostasis	55	F2R	-2.126826937	0.051350047	1.483239697
BP	GO:0051348	negative regulation of transferase activity	14	CAV1	-0.956726373	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	ADORA2A	-1.62486456	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	NF1	-0.701186185	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	PKIG	0.59475899	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	PDCD4	0.573612847	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	SPRY4	-1.340290385	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	THY1	-0.553856214	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	SH3BP5	-0.799624761	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	HEXIM1	0.433091644	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	HIPK3	0.420905124	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	TSC2	0.484905079	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	FABP4	-6.006374633	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	SPRED1	-1.04019387	0.055390213	-0.534522484
BP	GO:0051348	negative regulation of transferase activity	14	GADD45A	1.207454523	0.055390213	-0.534522484
BP	GO:0016337	cell-cell adhesion	39	PARD3	1.703520435	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CADM1	1.82159554	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CLDN6	0.586878968	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CLSTN1	0.410412133	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CLDN5	1.52910963	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CTNND1	-0.434554102	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	LMO7	-0.743616143	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CDH2	1.283265268	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	SOX9	0.436015926	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CD2AP	0.835516295	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CD24A	0.840220153	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	DCHS1	-0.952972577	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CDH5	-0.51477973	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CLDN15	-0.673879943	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	TGFB2	2.303174833	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CERKL	0.862400057	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	BCL2	-0.819237793	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	PCDHB16	-0.563045248	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	ROBO2	-1.668692134	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	RAPGEF1	-0.869591863	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CDH23	-1.180580167	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	RET	1.195297373	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	LGALS1	-2.24746241	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	PCDH10	0.244743827	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	PCDH12	-1.49477816	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	LEF1	4.23127624	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	PCDH17	-2.0914267	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CD164	0.482068703	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	MCAM	-2.217916153	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	THY1	-0.553856214	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	JUP	-1.051639559	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	IGSF5	1.372578317	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CDH13	-2.270387951	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	ATP2C1	0.567286807	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	ITGA5	-0.821946307	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	FREM2	0.85107851	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	CDON	0.52434445	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	NPTN	-0.46681627	0.054935299	0.160128154
BP	GO:0016337	cell-cell adhesion	39	TCAM1	0.292937437	0.054935299	0.160128154
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP5E	0.312533377	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP1B2	-1.15948805	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP10A	4.198804217	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP11B	0.807687133	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP11A	0.501536367	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP1A1	0.617869067	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP10D	0.706659643	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP5G3	0.334951082	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	AMPD3	-1.14006264	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP13A5	0.37577669	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	NME5	0.719274353	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP6V1A	0.65044849	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP2B4	-1.866284233	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP6V0E2	0.47838481	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	NME3	0.564906918	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP2C1	0.567286807	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP9A	-1.401088247	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP8B1	-2.107400573	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP6V0A1	0.984753306	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP5H	0.454014144	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	IMPDH1	0.705089581	0.054521867	2.558408596
BP	GO:0009152	purine ribonucleotide biosynthetic process	22	ATP8A1	1.35273615	0.054521867	2.558408596
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP5E	0.312533377	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP1B2	-1.15948805	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP10A	4.198804217	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP11B	0.807687133	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP11A	0.501536367	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP1A1	0.617869067	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP10D	0.706659643	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP5G3	0.334951082	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP13A5	0.37577669	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP6V1A	0.65044849	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	NME5	0.719274353	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP6V0E2	0.47838481	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	NME3	0.564906918	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP2B4	-1.866284233	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP2C1	0.567286807	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP9A	-1.401088247	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP8B1	-2.107400573	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP6V0A1	0.984753306	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP5H	0.454014144	0.054511551	2.683281573
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	20	ATP8A1	1.35273615	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP5E	0.312533377	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP1B2	-1.15948805	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP10A	4.198804217	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP11B	0.807687133	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP11A	0.501536367	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP1A1	0.617869067	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP10D	0.706659643	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP5G3	0.334951082	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP13A5	0.37577669	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP6V1A	0.65044849	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	NME5	0.719274353	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP6V0E2	0.47838481	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	NME3	0.564906918	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP2B4	-1.866284233	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP2C1	0.567286807	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP9A	-1.401088247	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP8B1	-2.107400573	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP6V0A1	0.984753306	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP5H	0.454014144	0.054511551	2.683281573
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	20	ATP8A1	1.35273615	0.054511551	2.683281573
CC	GO:0005886	plasma membrane	368	LYPD1	0.697718303	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	CDIPT	-0.70319812	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	GPR126	1.469336317	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	SGMS2	3.3169163	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	CADM1	1.82159554	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	GPR124	1.22781497	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	EFNA3	0.988543659	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	ADCY6	-0.755749068	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	UTRN	0.651558243	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	AQP7	-4.97411034	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	AMOTL1	-0.7736098	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	ITSN1	0.458904114	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	VPS33B	0.4778649	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	AQP1	-5.2258497	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	AMOTL2	-0.80984815	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	MAGED1	0.930453617	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	CTTNBP2	0.465025583	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	LPHN3	2.499834521	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	ATP2B4	-1.866284233	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	HMCN1	2.211113274	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	PICALM	-0.54274844	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	CD44	-1.039695579	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	AQP11	3.574347477	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	RAB28	0.624285703	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	APOE	0.869834598	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	ILK	-0.647659317	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	KLRA10	-2.254856765	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	GNG5	0.509692667	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	ADAM9	-0.483709972	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	GNG7	0.558847907	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	CDH23	-1.180580167	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	RECK	3.692685987	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	TMEFF1	4.241208215	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	BSG	1.778764695	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	MAGI1	-1.22138912	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	MPDZ	-1.271882373	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	CRYAB	-0.911483603	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	SCN2A1	0.393511632	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	VANGL2	0.522056899	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	EFNB2	-1.000709547	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	THY1	-0.553856214	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	JUP	-1.051639559	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	NPC1	0.372421104	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	EGFLAM	0.8570897	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	CD36	-7.1283219	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	PGM5	1.923125093	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	PTRF	-0.899065637	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	ABCB1A	1.655295053	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	ABCB1B	-1.93257113	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	PDGFRA	-0.536206566	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	NPTN	-0.46681627	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	TRAPPC4	0.665340741	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	TGFB1I1	-0.98297974	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	UNC13C	0.511799428	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	GPR146	0.723515835	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	CLCN3	0.426834427	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	ENPP2	1.67516883	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	ASAP2	-1.57587399	0.000318	0.104257207
CC	GO:0005886	plasma membrane	368	FCGRT	1.08073206	0.000318	0.104257207
